calm_vs_ener,cbd_pct,child_1,child_2,eff_pct,effects,grow_all,n_rate_rvws,n_reported_effects,parent_1,parent_2,pop_loc,prim_type,rating,strain,terp_bar_pct,terp_descrip,terpenes,thc_pct
--position:2.384307164197402%,,,,"90,%,69,%,45,%,45,%,39,%,42,%,42,%,39,%,36,%,36,%,27,%,21,%,9,%,9,%,3,%","Relaxed, ,Sleepy, ,Happy, ,Euphoric, ,Hungry, ,Pain, ,Stress, ,Insomnia, ,Depression, ,Lack of appetite, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Anxious, ",,62,33 people reported 302 effects,Skunk No. 1,Hindu Kush,"Atoka, OK,Durant, OK,Las Vegas, NV,Owasso, OK,Sapulpa, OK,Skiatook, OK,Sparks, NV",Indica,4.5 ,Money Maker,,,,
--position:16.893758720987922%,,,,"74,%,56,%,52,%,36,%,28,%,40,%,38,%,34,%,27,%,23,%,15,%,15,%,3,%,3,%,2,%","Relaxed, ,Happy, ,Euphoric, ,Uplifted, ,Hungry, ,Stress, ,Pain, ,Depression, ,Anxiety, ,Insomnia, ,Dry eyes, ,Dry mouth, ,Dizzy, ,Headache, ,Anxious, ",,125,85 people reported 688 effects,Rare Dankness #1,Triangle Kush,"Portland, OR,Bridgewater, MA,Colorado Springs, CO,Denver, CO,Grand Forks, ND,Gresham, OR,Hudson, Massachusetts,Las Vegas, NV,Arnold, CA,Ayer, MA",Hybrid,4.6 ,Scott's OG,"width:170%,width:114%,width:58%","Herbal,Citrus,Peppery","Myrcene,Limonene,Caryophyllene",20
--position:3.6422509963205565%,,,,"74,%,57,%,54,%,49,%,26,%,44,%,44,%,44,%,31,%,30,%,29,%,10,%,6,%,6,%,0,%","Relaxed, ,Sleepy, ,Euphoric, ,Happy, ,Uplifted, ,Pain, ,Stress, ,Insomnia, ,Depression, ,Anxiety, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Anxious, ",,142,104 people reported 916 effects,,,"Detroit, MI,Chandler, AZ,Eugene, OR,Glendale, AZ,Los Angeles, CA,Oscoda, MI,Phoenix, AZ,Warr Acres, OK",Indica,4.5 ,Silverback Gorilla,,,,
,,,,,,,24,,,,"Washington, DC,Eugene, OR,Mount Vernon, WA,Port Angeles, WA",Indica,4.3 ,Garlic Bud,,,,
--position:65.92102617661008%,,Champagne Diesel,Gabriel Sherbet,"61,%,54,%,49,%,48,%,35,%,45,%,39,%,38,%,32,%,20,%,37,%,26,%,10,%,5,%,3,%","Happy, ,Euphoric, ,Relaxed, ,Uplifted, ,Creative, ,Stress, ,Anxiety, ,Pain, ,Depression, ,Nausea, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Headache, ,Paranoid, ",,169,120 people reported 984 effects,Burmese Kush,Hash Plant,"Los Angeles, CA,Bellingham, WA,San Francisco, CA,Spokane, WA,Aurora, CO,Chatsworth, CA,San Bernardino, CA,Soap Lake, WA,Spokane Valley, WA,Bremerton, WA",Hybrid,4.2 ,Champagne Kush,,,,
--position:2.501198637047458%,,,,"80,%,53,%,53,%,52,%,25,%,50,%,48,%,35,%,34,%,27,%,22,%,10,%,1,%","Relaxed, ,Sleepy, ,Euphoric, ,Happy, ,Hungry, ,Stress, ,Pain, ,Insomnia, ,Depression, ,Anxiety, ,Dry mouth, ,Dry eyes, ,Anxious, ",,108,88 people reported 754 effects,,,"Silver Spring, MD,Baltimore, MD,Rockville, MD,Bethesda, MD,Cockeysville, MD,Waldorf, MD,Catonsville, MD,Chicago, IL,Germantown, MD,Jessup, MD",Indica,4.8 ,Mag Landrace,,,,
,,,,,,,13,,LVPK,Original Glue,,Indica,4.2 ,Skunk Ape,,,,
--position:76.58850665848581%,,,,"63,%,51,%,47,%,39,%,35,%,38,%,32,%,26,%,26,%,13,%,26,%,13,%,5,%,2,%,2,%","Euphoric, ,Happy, ,Relaxed, ,Uplifted, ,Creative, ,Stress, ,Pain, ,Anxiety, ,Depression, ,Fatigue, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Headache, ,Anxious, ",,190,134 people reported 992 effects,,,"Denver, CO,Commerce City, CO,Spokane, WA,Bothell, WA,Englewood, CO,Fraser, CO,Reno, NV,Yerington, NV,Albany, OR,Anchorage, AK",Sativa,4.3 ,Matanuska Thunder Fuck,,,,18
,,,,,,,9,,,,"Everett, WA,Seattle, WA,Arlington, WA,Los Angeles, CA,Maple Valley, WA,Bothell, WA,Encino, CA,Ilwaco, WA,Liberty Lake, WA,Lynnwood, WA",Hybrid,4.6 ,Guava Cake,,,,
--position:22.950646571271804%,,,,"72,%,57,%,52,%,45,%,40,%,30,%,21,%,19,%,18,%,16,%,17,%,10,%,7,%,4,%,4,%","Relaxed, ,Happy, ,Euphoric, ,Sleepy, ,Uplifted, ,Stress, ,Pain, ,Depression, ,Insomnia, ,Anxiety, ,Dry mouth, ,Dry eyes, ,Paranoid, ,Dizzy, ,Headache, ",,132,92 people reported 641 effects,,,"Bay City, MI,Chatsworth, CA,Long Beach, CA,Ojai, CA,Santa Ana, CA",Indica,4.3 ,Blue Diamond,,,,19
--position:71.98834068033416%,,,,"72,%,59,%,49,%,49,%,37,%,32,%,24,%,21,%,18,%,14,%,11,%,8,%,4,%,3,%,1,%","Happy, ,Relaxed, ,Uplifted, ,Euphoric, ,Creative, ,Stress, ,Depression, ,Anxiety, ,Pain, ,Fatigue, ,Dry mouth, ,Anxious, ,Dry eyes, ,Dizzy, ,Paranoid, ",,100,61 people reported 428 effects,Space Queen,Cotton Candy Kush,"Seattle, WA,Marysville, WA,Bellingham, WA,Bremerton, WA,Shoreline, WA,Spokane Valley, WA,Anacortes, WA,Bangor, ME,Bothell, WA,Goldendale, WA",Hybrid,4.6 ,Space Candy,,,,17
--position:0.6220980383548125%,,Madhatter,Queen of Hearts,,,,32,,Sin City Kush,Purple Urkle,"Collinsville, IL,Justice, IL,Chicago, IL,Coos Bay, OR,Dinosaur, Co,Fulton, IL,Milan, IL,Reedsport, OR",Indica,4.7 ,Gobbstopper,,,,
--position:94.71480813825374%,,,,,,,26,,,,"Ferndale, WA,Everson, WA,Oak Harbor, WA,Anchorage, AK,Portland, OR,Seattle, WA,Mount Vernon, WA,Sparks, NV,Lynnwood, WA,Eugene, OR",Sativa,4.8 ,Inzane In The Membrane,,,,24
--position:13.772546562260862%,,White Kryptonite,Blue Knight,"69,%,53,%,44,%,42,%,35,%,43,%,36,%,34,%,30,%,23,%,32,%,16,%,8,%,4,%,4,%","Relaxed, ,Happy, ,Sleepy, ,Euphoric, ,Uplifted, ,Stress, ,Pain, ,Anxiety, ,Insomnia, ,Depression, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Headache, ,Paranoid, ",,315,225 people reported 1780 effects,Killer Queen,Mendocino Purps,"Mesa, AZ,Spokane, WA,Tacoma, WA,Washington, DC,Biddeford, ME,Chandler, AZ,Crows Landing, CA,Denver, CO,Durango, CO,Edmond, OK",Indica,4.1 ,Kryptonite,,,,16
--position:92.93768447159069%,,,,"68,%,66,%,66,%,48,%,40,%,43,%,40,%,36,%,20,%,14,%,26,%,21,%,12,%,12,%,11,%","Happy, ,Euphoric, ,Uplifted, ,Creative, ,Energetic, ,Stress, ,Anxiety, ,Depression, ,Pain, ,Fatigue, ,Dry mouth, ,Dry eyes, ,Paranoid, ,Dizzy, ,Headache, ",,273,189 people reported 1591 effects,,,"Edmond, OK,Glendale, AZ,Lake Havasu City, AZ,Oklahoma City, OK,Phoenix, AZ,Scottsdale, AZ",Hybrid,4.3 ,Nebula,,,,
--position:21.344780332065394%,,,,"57,%,46,%,44,%,34,%,34,%,46,%,42,%,35,%,33,%,28,%,29,%,24,%,4,%,4,%,4,%","Relaxed, ,Happy, ,Euphoric, ,Uplifted, ,Sleepy, ,Stress, ,Pain, ,Anxiety, ,Insomnia, ,Depression, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Headache, ,Paranoid, ",,165,118 people reported 913 effects,Blueberry,OG Kush,"San Francisco, CA,Los Angeles, CA,Cathedral City, CA,Clarkston, WA,Southern CA, CA,Lompoc, CA,Santa Ana, CA,Torrance, CA,Tulsa, OK,Bingen, WA",Indica,4.2 ,Kushberry,,,,
--position:89.08468561749049%,,,,"81,%,66,%,66,%,59,%,55,%,33,%,33,%,33,%,29,%,22,%,44,%,22,%,11,%,7,%,7,%","Uplifted, ,Focused, ,Relaxed, ,Creative, ,Happy, ,Stress, ,Depression, ,Anxiety, ,ADD/ADHD, ,Pain, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Anxious, ,Headache, ",,37,27 people reported 264 effects,Kimbo Kush,Sour Kush,"Portland, OR,Ferndale, WA,Las Vegas, NV,Seattle, WA,Tacoma, WA,Eugene, OR,Salem, OR,Anacortes, WA,Bend, OR,Bremerton, WA",Hybrid,4.7 ,Sour Patch Kiss,"width:170%,width:114%,width:58%","Peppery,Citrus,Hoppy","Caryophyllene,Limonene,Humulene",15
,,,,,,,10,,,,"Seattle, WA,Vancouver, WA,Denver, CO,Las Vegas, NV,Burlington, WA,Wenatchee, WA,Everett, WA,Lynnwood, WA,Portland, OR,Shoreline, WA",Hybrid,4 ,Rainmaker,"width:170%,width:114%,width:58%","Citrus,Peppery,Herbal","Limonene,Caryophyllene,Myrcene",19
--position:86.12622798143805%,,,,,,,47,,Cherry Pie,GSC,"Seattle, WA,Mount Vernon, WA,Oklahoma City, OK,Cathlamet, WA,Renton, WA,Snohomish, WA,Ann Arbor, MI,Ashland, OR,Clarkston, WA,Everett, WA",Hybrid,4.6 ,Cherry Cookies,"width:170%,width:114%,width:58%","Peppery,Hoppy,Citrus","Caryophyllene,Humulene,Limonene",17
--position:8.865604185921905%,,,,"62,%,48,%,43,%,42,%,28,%,43,%,43,%,34,%,31,%,25,%,28,%,20,%,10,%,6,%,4,%","Relaxed, ,Sleepy, ,Euphoric, ,Happy, ,Hungry, ,Insomnia, ,Pain, ,Stress, ,Anxiety, ,Depression, ,Dry mouth, ,Dry eyes, ,Paranoid, ,Dizzy, ,Headache, ",,129,88 people reported 714 effects,,,"Norridgewock, ME,Pueblo, CO,Trinidad, CO",Indica,4.1 ,Mazar I Sharif,,,,
--position:6.396120613489331%,,,,"95,%,79,%,66,%,41,%,37,%,45,%,29,%,29,%,29,%,25,%,50,%,41,%,12,%,4,%","Relaxed, ,Euphoric, ,Happy, ,Creative, ,Tingly, ,Stress, ,Depression, ,Pain, ,Insomnia, ,Anxiety, ,Dry eyes, ,Dry mouth, ,Dizzy, ,Headache, ",,46,24 people reported 238 effects,Pure Kush,Sour Diesel,"Bellingham, WA,Seattle, WA,Lompoc, CA,Oklahoma City, OK,Port Angeles, WA,San Diego, CA,Canoga Park, CA,Tulsa, OK,Buckley, WA,Denver, CO",Hybrid,4.5 ,Apple Kush,,,,20
--position:36.82855600638166%,,,,"67,%,62,%,47,%,37,%,36,%,27,%,21,%,19,%,14,%,11,%,32,%,18,%,14,%,11,%,6,%","Happy, ,Relaxed, ,Euphoric, ,Uplifted, ,Hungry, ,Stress, ,Anxiety, ,Pain, ,Depression, ,Muscle spasms, ,Dry mouth, ,Dry eyes, ,Paranoid, ,Anxious, ,Dizzy, ",,79,61 people reported 455 effects,,,"Glendale, AZ,, CA,Baltimore, MD,Buckley, WA,Clackamas, OR,Long Beach, CA,Moses Lake, WA,Soquel, CA,Vancouver, WA,West Hollywood, CA",Hybrid,4.2 ,Citrus Kush,,,,
--position:6.636973913442307%,,,,"73,%,52,%,46,%,41,%,40,%,44,%,39,%,37,%,26,%,26,%,33,%,13,%,8,%,7,%,5,%","Relaxed, ,Sleepy, ,Happy, ,Euphoric, ,Hungry, ,Stress, ,Pain, ,Insomnia, ,Lack of appetite, ,Depression, ,Dry mouth, ,Dry eyes, ,Paranoid, ,Dizzy, ,Headache, ",,167,115 people reported 996 effects,,,"Phoenix, AZ,Chandler, AZ,Augusta, ME,Bullhead City, AZ,Denver, CO,Log Lane Village, CO,Medford, OR,Oklahoma City, OK,Roseburg, OR,Santa Ana, CA",Indica,4.3 ,Goo,,,,16
--position:64.24902218112204%,,,,"77,%,59,%,59,%,51,%,51,%,55,%,51,%,48,%,33,%,25,%,29,%,11,%,3,%,3,%","Relaxed, ,Euphoric, ,Happy, ,Uplifted, ,Focused, ,Stress, ,Pain, ,Anxiety, ,Depression, ,Nausea, ,Dry mouth, ,Dry eyes, ,Anxious, ,Dizzy, ",,40,27 people reported 265 effects,Face Off OG,OG Kush,"Denver, CO,Oak Grove, OR,Littleton, CO,Longmont, CO,Tucson, AZ,Vail, CO,Arvada, CO,Phoenix, AZ,Prescott, AZ,Arnold, CA",Hybrid,4.7 ,Race Fuel OG,,,,
--position:84.51934983121228%,,,,"51,%,43,%,40,%,37,%,33,%,32,%,30,%,30,%,17,%,16,%,20,%,19,%,8,%,3,%,3,%","Happy, ,Relaxed, ,Uplifted, ,Creative, ,Focused, ,Stress, ,Depression, ,Pain, ,Anxiety, ,Headaches, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Anxious, ,Headache, ",,90,62 people reported 421 effects,Pineapple Express,OG Kush,"Bellingham, WA,Seattle, WA,Ann Arbor, MI,Los Angeles, CA,Spokane, WA,Oklahoma City, OK,Bremerton, WA,Burlington, WA,Everett, WA,Goldendale, WA",Sativa,4.7 ,Pineapple OG,,,,17.5
--position:1.4006954933022064%,,,,"86,%,54,%,43,%,32,%,27,%,41,%,39,%,35,%,31,%,27,%,14,%,5,%,4,%,2,%,1,%","Relaxed, ,Sleepy, ,Happy, ,Euphoric, ,Hungry, ,Stress, ,Pain, ,Insomnia, ,Depression, ,Anxiety, ,Dry mouth, ,Dry eyes, ,Paranoid, ,Anxious, ,Dizzy, ",,99,74 people reported 551 effects,Afghani,Northern Lights,"Phoenix, AZ,Boulder, CO,Portland, OR,Anchorage, AK,Flagstaff, AZ,Bullhead City, AZ,Juneau, AK,Mesa, AZ,Bartlesville, OK,Claremore, OK",Indica,4.3 ,Aurora Indica,,,,15.5
--position:71.5179702160335%,,,,"57,%,56,%,50,%,48,%,44,%,38,%,36,%,36,%,30,%,24,%,24,%,12,%,4,%,4,%,4,%","Relaxed, ,Euphoric, ,Happy, ,Focused, ,Uplifted, ,Pain, ,Depression, ,Stress, ,Anxiety, ,Lack of appetite, ,Dry mouth, ,Dry eyes, ,Anxious, ,Dizzy, ,Paranoid, ",,74,50 people reported 419 effects,,,"Silver Spring, MD,Portland, OR,Spokane, WA,Eugene, OR,Pullman, WA,Seattle, WA,Canoga Park, CA,Los Angeles, CA,Phoenix, AZ,Otis Orchards, WA",Hybrid,4.6 ,Peaches and Cream,,,,
,,,,,,,14,,,,"East Wenatchee, WA,Cashmere, WA,Seattle, WA,Wenatchee, WA,Longmont, CO,Ritzville, WA,Gold Bar, WA,Lake Stevens, WA,Moses Lake, WA,Olympia, WA",Hybrid,5 ,Space Cake,,,,18
,,,,,,,6,,Grape Stomper,Cherry Pie,"Seattle, WA,Portland, OR,Spokane, WA,Bothell, WA,Las Vegas, NV,Los Angeles, CA,Moses Lake, WA,Otis Orchards-East Farms, WA,San Francisco, CA,Arlington, WA",Hybrid,4.8 ,Grape Pie,,,,14.5
--position:18.360682621716673%,,,,"88,%,51,%,51,%,37,%,28,%,48,%,42,%,37,%,37,%,31,%,34,%,8,%,5,%,2,%","Relaxed, ,Euphoric, ,Happy, ,Uplifted, ,Sleepy, ,Stress, ,Pain, ,Anxiety, ,Depression, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Headache, ,Anxious, ",,51,35 people reported 292 effects,,,"Denver, CO,Arvada, CO,Las Vegas, NV,Pueblo, CO,Brookline, MA,Dinosaur, Co,Los Angeles, CA,Washington, DC",Indica,4.6 ,Lee Roy,"width:170%,width:114%,width:58%","Herbal,Citrus,Peppery","Myrcene,Limonene,Caryophyllene",20
--position:21.638441744674385%,,,,"67,%,47,%,47,%,44,%,44,%,41,%,41,%,26,%,26,%,20,%,29,%,26,%,8,%,5,%,2,%","Relaxed, ,Euphoric, ,Happy, ,Uplifted, ,Sleepy, ,Pain, ,Stress, ,Anxiety, ,Depression, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Anxious, ,Paranoid, ",,55,34 people reported 266 effects,,,"Denver, CO,Littleton, CO,Longmont, CO,Portland, OR,Vail, CO,Las Vegas, NV,Laughlin, NV,Los Angeles, CA,Bellingham, WA,Commerce City, CO",Hybrid,4.4 ,Mother's Milk,,,,20.5
--position:40.502387156839816%,,,,"58,%,52,%,51,%,46,%,33,%,43,%,35,%,34,%,24,%,22,%,40,%,16,%,11,%,8,%,3,%","Relaxed, ,Happy, ,Euphoric, ,Uplifted, ,Sleepy, ,Stress, ,Anxiety, ,Depression, ,Pain, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Anxious, ",,148,106 people reported 831 effects,Blueberry,Northern Lights,"Moses Lake, WA,Buckley, WA,Granite Falls, WA,Incline Village, NV,Spokane, WA,Anchorage, AK,Detroit, MI,Eugene, OR,Henderson, NV,Humacao, PR",Indica,4.3 ,Blue Mystic,,,,16.5
--position:11.640804457925713%,,,,,,,17,,,,"Raleigh, NC,Atlanta, GA,Charlotte, NC,Greensboro, NC,Knoxville, TN,Manzanita, OR,Tallahassee, FL,Asheville, NC,Eugene, OR,Portland, OR",Hybrid,4.4 ,Suver Haze,,,,15.5
--position:95.59546127030409%,,,,"62,%,54,%,53,%,53,%,50,%,33,%,30,%,20,%,17,%,16,%,30,%,10,%,6,%,6,%,5,%","Happy, ,Energetic, ,Uplifted, ,Creative, ,Focused, ,Stress, ,Depression, ,Anxiety, ,Pain, ,Fatigue, ,Dry mouth, ,Dry eyes, ,Anxious, ,Paranoid, ,Dizzy, ",,179,130 people reported 1009 effects,NYC Diesel,Trainwreck,"Seattle, WA,Everett, WA,Portland, OR,Puyallup, WA,Bremerton, WA,Renton, WA,Tacoma, WA,Fife, WA,Parkland, WA,Shoreline, WA",Sativa,4.2 ,Allen Wrench,"width:170%,width:114%,width:58%","Herbal,Peppery,Pine","Myrcene,Caryophyllene,Pinene",18
--position:14.359300617487275%,,,,"85,%,54,%,53,%,42,%,40,%,45,%,42,%,26,%,26,%,24,%,36,%,22,%,6,%,2,%,2,%","Relaxed, ,Happy, ,Euphoric, ,Sleepy, ,Uplifted, ,Stress, ,Pain, ,Insomnia, ,Depression, ,Anxiety, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Headache, ,Paranoid, ",,123,75 people reported 676 effects,Chem's Sister,Sour Dubble,"Seattle, WA,Vancouver, WA,Bellingham, WA,Everett, WA,Maple Valley, WA,Mount Vernon, WA,Puyallup, WA,Issaquah, WA,Spokane, WA,Bullhead City, AZ",Hybrid,4.5 ,New Glue,,,,
--position:97.87666820042348%,,,,"61,%,57,%,54,%,47,%,39,%,36,%,26,%,25,%,25,%,16,%,27,%,16,%,10,%,7,%,6,%","Energetic, ,Happy, ,Uplifted, ,Focused, ,Euphoric, ,Stress, ,Depression, ,Fatigue, ,Anxiety, ,Migraines, ,Dry mouth, ,Dry eyes, ,Anxious, ,Paranoid, ,Dizzy, ",,134,91 people reported 699 effects,Lemon Kush,Jack Herer,"San Diego, CA,Portland, OR,Los Angeles, CA,San Francisco, CA,Anacortes, WA,Baltimore, MD,Lompoc, CA,Lynnwood, WA,Mount Shasta, CA,Needles, CA",Sativa,4.3 ,Lemon Jack,,,,17.5
,,,,,,,6,,Orange Cream,Purple Urkle,"Oklahoma City, OK,Portland, OR,Lapeer, MI,Mount Vernon, WA,Tulsa, OK,Skiatook, OK,The Village, OK,Bremerton, WA,Cannon Beach, OR,Detroit, MI",Hybrid,4.5 ,Orange Sherbert,"width:170%,width:114%,width:58%","Herbal,Peppery,Citrus","Myrcene,Caryophyllene,Limonene",18
--position:33.17129090605748%,,,,"74,%,69,%,58,%,45,%,29,%,32,%,32,%,32,%,30,%,20,%,25,%,20,%,5,%,5,%,1,%","Relaxed, ,Happy, ,Euphoric, ,Uplifted, ,Focused, ,Pain, ,Depression, ,Stress, ,Anxiety, ,Lack of appetite, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Headache, ",,81,55 people reported 447 effects,,,"Denver, CO,Detroit, MI,Ann Arbor, MI,Battle Creek, MI,Las Vegas, NV,Aurora, CO,Lapeer, MI,Adrian, MI,Portland, OR,Rifle, CO",Hybrid,4.5 ,Skunkberry,,,,
--position:35.32938835193011%,,Superstar,Future #1,"70,%,70,%,52,%,41,%,38,%,32,%,29,%,26,%,17,%,11,%,11,%,11,%,11,%,8,%,5,%","Happy, ,Relaxed, ,Euphoric, ,Uplifted, ,Giggly, ,Stress, ,Depression, ,Pain, ,Anxiety, ,Insomnia, ,Dizzy, ,Dry eyes, ,Dry mouth, ,Anxious, ,Paranoid, ",,50,34 people reported 247 effects,Lemon Alien Dawg,Tahoe Alien,"Portland, OR,Spokane, WA,Auburn, WA,Denver, CO,Salem, OR,Chicopee, MA,Everett, WA,Walla Walla, WA,Anchorage, AK,Aurora, CO",Hybrid,4.2 ,Starfighter,,,,
--position:61.34442879802143%,,,,"67,%,50,%,46,%,38,%,36,%,25,%,23,%,15,%,13,%,13,%,28,%,17,%,13,%,5,%,3,%","Happy, ,Relaxed, ,Uplifted, ,Euphoric, ,Giggly, ,Stress, ,Pain, ,Depression, ,Insomnia, ,Anxiety, ,Dry mouth, ,Dizzy, ,Dry eyes, ,Anxious, ,Headache, ",,73,52 people reported 364 effects,,,"Colorado Springs, CO,Parkland, WA,Seattle, WA,Canon City, CO,Everett, WA,Fife, WA,Gearhart, OR,Oklahoma City, OK,Bellingham, WA,Buckley, WA",Hybrid,4.4 ,Lemonberry,"width:170%,width:114%,width:58%","Herbal,Peppery,Pine","Myrcene,Caryophyllene,Pinene",14.5
--position:2.6308904332028096%,,,,"87,%,59,%,47,%,40,%,26,%,40,%,36,%,30,%,27,%,18,%,30,%,16,%,5,%,2,%","Relaxed, ,Happy, ,Sleepy, ,Euphoric, ,Hungry, ,Stress, ,Insomnia, ,Pain, ,Anxiety, ,Depression, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Headache, ",,94,72 people reported 547 effects,,,"Durango, CO,Denver, CO",Indica,4.6 ,Pakistani Chitral Kush,,,,
--position:3.330993771782947%,,,,"82,%,59,%,56,%,41,%,37,%,37,%,37,%,35,%,34,%,24,%,25,%,11,%,6,%,5,%,3,%","Relaxed, ,Happy, ,Sleepy, ,Euphoric, ,Hungry, ,Pain, ,Insomnia, ,Anxiety, ,Stress, ,Depression, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Anxious, ,Paranoid, ",,157,99 people reported 827 effects,,,"Norridgewock, ME,Portland, ME,Brewer, ME,Gardiner, ME,Lewiston, ME,Old Orchard Beach, ME,South Portland, ME,Belfast, ME,Brandon, VT,Brunswick, ME",Indica,4.5 ,Mother of Berries,,,,
--position:51.017888908111466%,,,,"72,%,71,%,54,%,48,%,44,%,32,%,31,%,26,%,22,%,16,%,21,%,8,%,6,%,4,%,2,%","Relaxed, ,Happy, ,Euphoric, ,Uplifted, ,Creative, ,Depression, ,Stress, ,Pain, ,Anxiety, ,Fatigue, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Headache, ",,136,95 people reported 800 effects,OG Kush,GSC,"Stanwood, WA,Las Vegas, NV,Lynnwood, WA,Oregon City, OR,Ann Arbor, MI,Arlington, WA,Bellingham, WA,Bend, OR,Bremerton, WA,Cathedral City, CA",Hybrid,4.6 ,Fortune Cookies,,,,17.5
,,,,,,,9,,,,"Denver, CO,Somerville, MA,Chandler, AZ,De Beque, CO,Goodyear, AZ,Millbury, MA,Needham Heights, MA,Phoenix, AZ,San Juan, PR,Scottsdale, AZ",Hybrid,4.8 ,Dank Commander,,,,
--position:56.9449604727895%,,,,"73,%,62,%,59,%,56,%,34,%,47,%,33,%,33,%,30,%,26,%,27,%,11,%,5,%,4,%,1,%","Happy, ,Relaxed, ,Euphoric, ,Uplifted, ,Hungry, ,Stress, ,Anxiety, ,Depression, ,Pain, ,Insomnia, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Anxious, ",,115,72 people reported 661 effects,Blueberry,Durban Poison,"Tulsa, OK,Anchorage, AK,Bethany, OK,Detroit, MI,Muskegon, MI,Oklahoma City, OK,Allegan, MI,Ann Arbor, MI,Bay City, MI,Burton, MI",Hybrid,4.6 ,Blueberry Yum Yum,,,,
--position:4.3361636762447695%,,,,"62,%,51,%,41,%,36,%,26,%,41,%,38,%,32,%,25,%,23,%,27,%,20,%,6,%,5,%,3,%","Relaxed, ,Sleepy, ,Euphoric, ,Happy, ,Hungry, ,Stress, ,Pain, ,Insomnia, ,Anxiety, ,Depression, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Paranoid, ,Headache, ",,214,131 people reported 956 effects,Tahoe OG Kush,Bubba Kush,"Bellingham, WA,Las Vegas, NV,Los Angeles, CA,Redmond, WA",Indica,4.3 ,Superman OG,,,,
--position:55.488621269602014%,,,,"68,%,57,%,48,%,42,%,37,%,37,%,28,%,25,%,22,%,17,%,25,%,14,%,5,%,5,%,5,%","Happy, ,Relaxed, ,Euphoric, ,Hungry, ,Uplifted, ,Depression, ,Stress, ,Anxiety, ,Pain, ,Fatigue, ,Dry mouth, ,Dry eyes, ,Anxious, ,Dizzy, ,Paranoid, ",,51,35 people reported 260 effects,SFV OG,Bruce Banner,"Ann Arbor, MI,Detroit, MI,Guadalupe, AZ,Gresham, OR,Mechanicsville, MD,Mesa, AZ,Oklahoma City, OK,White Plains, MD,Baltimore, MD,Gaithersburg, MD",Hybrid,4.5 ,Strawberry OG,,,,19.5
--position:75.38153919738268%,,Sapphire Star,Sugar Cookie,"70,%,60,%,55,%,42,%,35,%,39,%,31,%,31,%,25,%,19,%,18,%,13,%,4,%,3,%,2,%","Happy, ,Relaxed, ,Uplifted, ,Euphoric, ,Energetic, ,Stress, ,Anxiety, ,Depression, ,Pain, ,Lack of appetite, ,Dry mouth, ,Dry eyes, ,Paranoid, ,Headache, ,Dizzy, ",,178,133 people reported 1053 effects,Hawaiian Sativa,Blueberry,"Portland, OR,Seattle, WA,Everett, WA,Ellensburg, WA,Redmond, WA,Spokane, WA,Gold Bar, WA,Longview, WA,Medford, OR,Oak Harbor, WA",Hybrid,4.3 ,Blue Hawaiian,,,,17
--position:61.34442879802143%,,Silver L.A.,Lemon Bubble,"75,%,72,%,59,%,59,%,40,%,24,%,21,%,21,%,18,%,18,%,32,%,16,%,8,%,5,%,5,%","Happy, ,Relaxed, ,Uplifted, ,Euphoric, ,Talkative, ,Depression, ,Stress, ,Insomnia, ,Lack of appetite, ,Anxiety, ,Dry mouth, ,Dry eyes, ,Headache, ,Dizzy, ,Paranoid, ",,63,37 people reported 297 effects,Skunk No. 1,Haze,"Seattle, WA,Bothell, WA,Depoe Bay, OR,Ellensburg, WA,Owasso, OK",Hybrid,4.3 ,Silver Bubble,,,,
--position:90.74671485836856%,,,,"66,%,55,%,45,%,42,%,38,%,14,%,7,%,7,%,6,%,6,%,14,%,9,%,8,%,4,%,2,%","Happy, ,Uplifted, ,Euphoric, ,Relaxed, ,Energetic, ,Depression, ,Anxiety, ,Fatigue, ,ADD/ADHD, ,Stress, ,Dry mouth, ,Dry eyes, ,Dizzy, ,Headache, ,Anxious, ",,129,83 people reported 439 effects,,,"Seattle, WA,Kingston, WA,Bellingham, WA,Spokane, WA,Eugene, OR,Everett, WA,Puyallup, WA,Shoreline, WA,Bothell, WA,Fife, WA",Hybrid,4.5 ,Lodi Dodi,,,,
